번호,파일명,단순분류,정상확률,포트홀확률,신뢰도,CP예측집합,CP클래스,CP클래스번호,이미지경로
616,frame_0615.png,포트홀,0.2886,0.7114,0.7114,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0615.png
617,frame_0616.png,포트홀,0.2843,0.7157,0.7157,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0616.png
618,frame_0617.png,포트홀,0.2834,0.7166,0.7166,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0617.png
619,frame_0618.png,포트홀,0.2844,0.7156,0.7156,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0618.png
620,frame_0619.png,포트홀,0.2822,0.7178,0.7178,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0619.png
621,frame_0620.png,포트홀,0.2854,0.7146,0.7146,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0620.png
622,frame_0621.png,포트홀,0.2862,0.7138,0.7138,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0621.png
623,frame_0622.png,포트홀,0.2847,0.7153,0.7153,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0622.png
624,frame_0623.png,포트홀,0.2889,0.7111,0.7111,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0623.png
625,frame_0624.png,포트홀,0.2934,0.7066,0.7066,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0624.png
626,frame_0625.png,포트홀,0.2954,0.7046,0.7046,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0625.png
627,frame_0626.png,포트홀,0.2904,0.7096,0.7096,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0626.png
628,frame_0627.png,포트홀,0.2892,0.7108,0.7108,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0627.png
629,frame_0628.png,포트홀,0.2854,0.7146,0.7146,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0628.png
630,frame_0629.png,포트홀,0.2852,0.7148,0.7148,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0629.png
631,frame_0630.png,포트홀,0.2841,0.7159,0.7159,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0630.png
632,frame_0631.png,포트홀,0.2861,0.7139,0.7139,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0631.png
633,frame_0632.png,포트홀,0.2902,0.7098,0.7098,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0632.png
634,frame_0633.png,포트홀,0.2919,0.7081,0.7081,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0633.png
635,frame_0634.png,포트홀,0.2887,0.7113,0.7113,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0634.png
636,frame_0635.png,포트홀,0.2947,0.7053,0.7053,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0635.png
637,frame_0636.png,포트홀,0.2855,0.7145,0.7145,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0636.png
638,frame_0637.png,포트홀,0.2879,0.7121,0.7121,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0637.png
639,frame_0638.png,포트홀,0.2847,0.7153,0.7153,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0638.png
640,frame_0639.png,포트홀,0.2870,0.7130,0.7130,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0639.png
641,frame_0640.png,포트홀,0.2865,0.7135,0.7135,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0640.png
642,frame_0641.png,포트홀,0.2891,0.7109,0.7109,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0641.png
643,frame_0642.png,포트홀,0.2891,0.7109,0.7109,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0642.png
644,frame_0643.png,포트홀,0.2891,0.7109,0.7109,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0643.png
645,frame_0644.png,포트홀,0.2874,0.7126,0.7126,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0644.png
646,frame_0645.png,포트홀,0.2892,0.7108,0.7108,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0645.png
647,frame_0646.png,포트홀,0.2858,0.7142,0.7142,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0646.png
648,frame_0647.png,포트홀,0.2868,0.7132,0.7132,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0647.png
649,frame_0648.png,포트홀,0.2879,0.7121,0.7121,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0648.png
650,frame_0649.png,포트홀,0.2854,0.7146,0.7146,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0649.png
651,frame_0650.png,포트홀,0.2884,0.7116,0.7116,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0650.png
652,frame_0651.png,포트홀,0.2938,0.7062,0.7062,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0651.png
653,frame_0652.png,포트홀,0.2857,0.7143,0.7143,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0652.png
654,frame_0653.png,포트홀,0.2844,0.7156,0.7156,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0653.png
655,frame_0654.png,포트홀,0.2889,0.7111,0.7111,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0654.png
656,frame_0655.png,포트홀,0.2848,0.7152,0.7152,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0655.png
657,frame_0656.png,포트홀,0.2858,0.7142,0.7142,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0656.png
658,frame_0657.png,포트홀,0.2898,0.7102,0.7102,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0657.png
659,frame_0658.png,포트홀,0.2917,0.7083,0.7083,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0658.png
660,frame_0659.png,포트홀,0.2922,0.7078,0.7078,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0659.png
661,frame_0660.png,포트홀,0.2923,0.7077,0.7077,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0660.png
662,frame_0661.png,포트홀,0.2911,0.7089,0.7089,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0661.png
663,frame_0662.png,포트홀,0.2936,0.7064,0.7064,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0662.png
664,frame_0663.png,포트홀,0.2912,0.7088,0.7088,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0663.png
665,frame_0664.png,포트홀,0.2932,0.7068,0.7068,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0664.png
666,frame_0665.png,포트홀,0.2979,0.7021,0.7021,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0665.png
667,frame_0666.png,포트홀,0.2991,0.7009,0.7009,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0666.png
668,frame_0667.png,포트홀,0.3000,0.7000,0.7000,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0667.png
669,frame_0668.png,포트홀,0.3018,0.6982,0.6982,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0668.png
670,frame_0669.png,포트홀,0.2974,0.7026,0.7026,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0669.png
671,frame_0670.png,포트홀,0.3006,0.6994,0.6994,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0670.png
672,frame_0671.png,포트홀,0.2959,0.7041,0.7041,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0671.png
673,frame_0672.png,포트홀,0.3020,0.6980,0.6980,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0672.png
674,frame_0673.png,포트홀,0.3011,0.6989,0.6989,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0673.png
675,frame_0674.png,포트홀,0.2973,0.7027,0.7027,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0674.png
676,frame_0675.png,포트홀,0.2988,0.7012,0.7012,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0675.png
677,frame_0676.png,포트홀,0.2919,0.7081,0.7081,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0676.png
678,frame_0677.png,포트홀,0.2981,0.7019,0.7019,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0677.png
679,frame_0678.png,포트홀,0.3035,0.6965,0.6965,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0678.png
680,frame_0679.png,포트홀,0.2991,0.7009,0.7009,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0679.png
681,frame_0680.png,포트홀,0.2953,0.7047,0.7047,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0680.png
682,frame_0681.png,포트홀,0.2927,0.7073,0.7073,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0681.png
683,frame_0682.png,포트홀,0.2939,0.7061,0.7061,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0682.png
684,frame_0683.png,포트홀,0.2984,0.7016,0.7016,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0683.png
685,frame_0684.png,포트홀,0.3006,0.6994,0.6994,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0684.png
686,frame_0685.png,포트홀,0.3048,0.6952,0.6952,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0685.png
687,frame_0686.png,포트홀,0.3003,0.6997,0.6997,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0686.png
688,frame_0687.png,포트홀,0.3023,0.6977,0.6977,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0687.png
689,frame_0688.png,포트홀,0.2968,0.7032,0.7032,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0688.png
690,frame_0689.png,포트홀,0.2951,0.7049,0.7049,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0689.png
691,frame_0690.png,포트홀,0.2949,0.7051,0.7051,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0690.png
692,frame_0691.png,포트홀,0.3009,0.6991,0.6991,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0691.png
693,frame_0692.png,포트홀,0.2974,0.7026,0.7026,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0692.png
694,frame_0693.png,포트홀,0.2951,0.7049,0.7049,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0693.png
695,frame_0694.png,포트홀,0.2975,0.7025,0.7025,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0694.png
696,frame_0695.png,포트홀,0.3050,0.6950,0.6950,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0695.png
697,frame_0696.png,포트홀,0.3042,0.6958,0.6958,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0696.png
698,frame_0697.png,포트홀,0.3056,0.6944,0.6944,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0697.png
699,frame_0698.png,포트홀,0.3052,0.6948,0.6948,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0698.png
700,frame_0699.png,포트홀,0.3040,0.6960,0.6960,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0699.png
701,frame_0700.png,포트홀,0.3031,0.6969,0.6969,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0700.png
702,frame_0701.png,포트홀,0.2994,0.7006,0.7006,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0701.png
703,frame_0702.png,포트홀,0.2941,0.7059,0.7059,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0702.png
704,frame_0703.png,포트홀,0.3001,0.6999,0.6999,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0703.png
705,frame_0704.png,포트홀,0.2995,0.7005,0.7005,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0704.png
706,frame_0705.png,포트홀,0.3037,0.6963,0.6963,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0705.png
707,frame_0706.png,포트홀,0.3025,0.6975,0.6975,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0706.png
708,frame_0707.png,포트홀,0.2994,0.7006,0.7006,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0707.png
709,frame_0708.png,포트홀,0.3003,0.6997,0.6997,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0708.png
710,frame_0709.png,포트홀,0.3025,0.6975,0.6975,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0709.png
711,frame_0710.png,포트홀,0.2946,0.7054,0.7054,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0710.png
712,frame_0711.png,포트홀,0.2926,0.7074,0.7074,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0711.png
713,frame_0712.png,포트홀,0.2886,0.7114,0.7114,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0712.png
714,frame_0713.png,포트홀,0.2910,0.7090,0.7090,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0713.png
715,frame_0714.png,포트홀,0.2957,0.7043,0.7043,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0714.png
716,frame_0715.png,포트홀,0.2985,0.7015,0.7015,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0715.png
717,frame_0716.png,포트홀,0.2983,0.7017,0.7017,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0716.png
718,frame_0717.png,포트홀,0.3017,0.6983,0.6983,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0717.png
719,frame_0718.png,포트홀,0.3016,0.6984,0.6984,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0718.png
720,frame_0719.png,포트홀,0.3046,0.6954,0.6954,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0719.png
721,frame_0720.png,포트홀,0.2986,0.7014,0.7014,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0720.png
722,frame_0721.png,포트홀,0.2980,0.7020,0.7020,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0721.png
723,frame_0722.png,포트홀,0.2986,0.7014,0.7014,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0722.png
724,frame_0723.png,포트홀,0.3023,0.6977,0.6977,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0723.png
725,frame_0724.png,포트홀,0.3018,0.6982,0.6982,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0724.png
726,frame_0725.png,포트홀,0.3089,0.6911,0.6911,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0725.png
727,frame_0726.png,포트홀,0.3042,0.6958,0.6958,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0726.png
728,frame_0727.png,포트홀,0.2987,0.7013,0.7013,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0727.png
729,frame_0728.png,포트홀,0.2981,0.7019,0.7019,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0728.png
730,frame_0729.png,포트홀,0.3044,0.6956,0.6956,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0729.png
731,frame_0730.png,포트홀,0.3122,0.6878,0.6878,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0730.png
732,frame_0731.png,포트홀,0.3169,0.6831,0.6831,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0731.png
733,frame_0732.png,포트홀,0.3113,0.6887,0.6887,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0732.png
734,frame_0733.png,포트홀,0.3059,0.6941,0.6941,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0733.png
735,frame_0734.png,포트홀,0.3102,0.6898,0.6898,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0734.png
736,frame_0735.png,포트홀,0.3132,0.6868,0.6868,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0735.png
737,frame_0736.png,포트홀,0.3028,0.6972,0.6972,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0736.png
738,frame_0737.png,포트홀,0.3151,0.6849,0.6849,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0737.png
739,frame_0738.png,포트홀,0.3063,0.6937,0.6937,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0738.png
740,frame_0739.png,포트홀,0.3162,0.6838,0.6838,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0739.png
741,frame_0740.png,포트홀,0.3056,0.6944,0.6944,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0740.png
742,frame_0741.png,포트홀,0.3204,0.6796,0.6796,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0741.png
743,frame_0742.png,포트홀,0.3108,0.6892,0.6892,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0742.png
744,frame_0743.png,포트홀,0.3229,0.6771,0.6771,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0743.png
745,frame_0744.png,포트홀,0.3141,0.6859,0.6859,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0744.png
746,frame_0745.png,포트홀,0.3136,0.6864,0.6864,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0745.png
747,frame_0746.png,포트홀,0.3141,0.6859,0.6859,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0746.png
748,frame_0747.png,포트홀,0.3175,0.6825,0.6825,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0747.png
749,frame_0748.png,포트홀,0.3359,0.6641,0.6641,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0748.png
750,frame_0749.png,포트홀,0.3236,0.6764,0.6764,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0749.png
751,frame_0750.png,포트홀,0.3148,0.6852,0.6852,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0750.png
752,frame_0751.png,포트홀,0.3293,0.6707,0.6707,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0751.png
753,frame_0752.png,포트홀,0.3128,0.6872,0.6872,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0752.png
754,frame_0753.png,포트홀,0.3082,0.6918,0.6918,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0753.png
755,frame_0754.png,포트홀,0.3040,0.6960,0.6960,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0754.png
756,frame_0755.png,포트홀,0.3162,0.6838,0.6838,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0755.png
757,frame_0756.png,포트홀,0.3217,0.6783,0.6783,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0756.png
